date, state, city, place_type, confirmed, deaths, order_for_place, is_last, estimated_population_2019, estimated_population, city_ibge_code, confirmed_per_100k_inhabitants, death_rate
2021-03-31, MG, Amparo do Serra, city, 96, 3, 282, True, 4713, 4678, 3102506, 2052.15904
2021-04-13, PR, Ampére, city, 892, 26, 344, True, 19152, 19311, 4101002, 4619.12899
2021-04-12, BA, Amélia Rodrigues, city, 1690, 34, 355, True, 25102, 25048, 2901106, 6747.04567
2021-04-12, BA, América Dourada, city, 544, 2, 322, True, 16094, 16090, 2901155, 3380.98198
2021-04-12, SP, Américo Brasiliense, city, 2893, 64, 352, True, 40504, 41032, 3501707, 7050.59466
2021-04-12, SP, Américo de Campos, city, 567, 18, 326, True, 5969, 5981, 3501806, 9480.02006
2021-04-12, AL, Anadia, city, 999, 19, 349, True, 17545, 17526, 2700201, 5700.10270
2021-04-12, BA, Anagé, city, 636, 15, 327, True, 22005, 21607, 2901205, 2943.49054
2021-04-13, PR, Anahy, city, 239, 4, 329, True, 2801, 2788, 4101051, 8572.45337
2021-04-12, MA, Anajatuba, city, 695, 17, 359, True, 26803, 26988, 2100709, 2575.21862
2021-04-12, PA, Anajás, city, 1255, 14, 348, True, 29277, 29688, 1500701, 4227.29722
2021-04-12, SP, Analândia, city, 236, 3, 292, True, 4995, 5056, 3502002, 4667.72152
2021-04-11, AM, Anamã, city, 1639, 7, 362, True, 13614, 13956, 1300086, 11744.05274
2021-04-12, PA, Ananindeua, city, 17562, 596, 377, True, 530598, 535547, 1500800, 3279.26400
2021-04-11, TO, Ananás, city, 1331, 20, 345, True, 9549, 9492, 1701002, 14022.33460
2021-04-12, PA, Anapu, city, 1265, 29, 347, True, 27890, 28607, 1500859, 4421.99462
2021-04-12, MA, Anapurus, city, 828, 11, 345, True, 15732, 15894, 2100808, 5209.51302
2021-03-30, MS, Anastácio, city, 1546, 46, 299, True, 25135, 25237, 5000708, 6125.92622
2021-03-30, MS, Anaurilândia, city, 234, 7, 259, True, 9035, 9076, 5000807, 2578.22829
2021-04-12, SC, Anchieta, city, 388, 6, 330, True, 5638, 5557, 4200804, 6982.18463
2021-04-12, ES, Anchieta, city, 3855, 54, 344, True, 29263, 29779, 3200409, 12945.36418
2021-04-12, BA, Andaraí, city, 606, 5, 308, True, 13143, 13132, 2901304, 4614.68169
2021-04-13, PR, Andirá, city, 1364, 48, 333, True, 20031, 19926, 4101101, 6845.32771
2021-04-12, BA, Andorinha, city, 636, 9, 298, True, 14595, 14503, 2901353, 4385.29959
2021-03-31, MG, Andradas, city, 2133, 54, 301, True, 41077, 41396, 3102605, 5152.67176
2021-04-12, SP, Andradina, city, 4159, 159, 348, True, 57157, 57202, 3502101, 7270.72480
2021-03-31, MG, Andrelândia, city, 206, 6, 301, True, 12224, 12206, 3102803, 1687.69458
2021-04-12, RS, André da Rocha, city, 88, 0, 272, True, 1333, 1343, 4300661, 6552.49442
2021-04-12, SP, Angatuba, city, 1977, 48, 345, True, 25228, 25479, 3502200, 7759.33121
2021-04-12, PE, Angelim, city, 122, 4, 310, True, 11150, 11226, 2601003, 1086.76287
2021-04-12, SC, Angelina, city, 429, 1, 286, True, 4801, 4743, 4200903, 9044.90829
2021-03-31, MG, Angelândia, city, 80, 0, 257, True, 8520, 8557, 3102852, 934.90709
2021-04-12, BA, Angical, city, 384, 9, 302, True, 13977, 13938, 2901403, 2755.05811
2021-04-12, PI, Angical do Piauí, city, 349, 8, 360, True, 6788, 6783, 2200608, 5145.21598
2021-04-11, TO, Angico, city, 200, 3, 329, True, 3433, 3454, 1701051, 5790.38796
2021-03-16, RN, Angicos, city, 384, 9, 202, True, 11714, 11705, 2400802, 3280.64930
2021-04-12, RJ, Angra dos Reis, city, 11726, 371, 375, True, 203785, 207044, 3300100, 5663.53046
2021-04-12, BA, Anguera, city, 302, 1, 331, True, 11221, 11297, 2901502, 2673.27609
2021-03-30, MS, Angélica, city, 537, 9, 285, True, 10780, 10932, 5000856, 4912.18441
2021-04-12, GO, Anhanguera, city, 85, 6, 363, True, 1149, 1160, 5201207, 7327.58621
2021-04-12, SP, Anhembi, city, 117, 2, 333, True, 6724, 6819, 3502309, 1715.79410
2021-04-12, SP, Anhumas, city, 176, 4, 317, True, 4115, 4144, 3502408, 4247.10425
2021-04-12, GO, Anicuns, city, 2151, 52, 336, True, 21850, 21981, 5201306, 9785.72403
2021-04-12, SC, Anita Garibaldi, city, 780, 6, 367, True, 7133, 6957, 4201000, 11211.72919
2021-04-12, SC, Anitápolis, city, 296, 1, 288, True, 3232, 3228, 4201109, 9169.76456
2021-04-11, AM, Anori, city, 1819, 31, 378, True, 21010, 21477, 1300102, 8469.52554
2021-04-12, RS, Anta Gorda, city, 516, 4, 357, True, 5981, 5961, 4300703, 8656.26573
2021-04-12, BA, Antas, city, 993, 5, 310, True, 19291, 19479, 2901601, 5097.79763
2021-04-13, PR, Antonina, city, 1885, 49, 318, True, 18980, 18949, 4101200, 9947.75450
2021-04-12, CE, Antonina do Norte, city, 219, 9, 335, True, 7353, 7378, 2300804, 2968.28409
2021-04-12, PI, Antônio Almeida, city, 399, 10, 289, True, 3164, 3170, 2200806, 12586.75079
2021-04-12, BA, Antônio Cardoso, city, 304, 7, 316, True, 11683, 11677, 2901700, 2603.40841
2021-03-31, MG, Antônio Carlos, city, 373, 6, 281, True, 11445, 11459, 3102902, 3255.08334
2021-04-12, SC, Antônio Carlos, city, 1420, 19, 378, True, 8513, 8613, 4201208, 16486.70614
2021-03-31, MG, Antônio Dias, city, 355, 8, 281, True, 9318, 9275, 3103009, 3827.49326
2021-04-12, BA, Antônio Gonçalves, city, 568, 5, 298, True, 11798, 11878, 2901809, 4781.94982
2021-03-30, MS, Antônio João, city, 238, 4, 256, True, 8956, 9020, 5000906, 2638.58093
2021-03-16, RN, Antônio Martins, city, 227, 2, 205, True, 7145, 7154, 2400901, 3173.05004
2021-04-13, PR, Antônio Olinto, city, 268, 6, 312, True, 7434, 7427, 4101309, 3608.45563
2021-04-12, RS, Antônio Prado, city, 1558, 16, 314, True, 13050, 13045, 4300802, 11943.27328
2021-03-31, MG, Antônio Prado de Minas, city, 148, 4, 257, True, 1598, 1587, 3103108, 9325.77190
2021-04-12, GO, Anápolis, city, 28129, 745, 386, True, 386923, 391772, 5201108, 7179.94139
2021-04-12, PI, Anísio de Abreu, city, 262, 4, 353, True, 9880, 9938, 2200707, 2636.34534
2021-04-12, PB, Aparecida, city, 640, 10, 301, True, 8347, 8416, 2500775, 7604.56274
2021-04-12, SP, Aparecida, city, 1958, 60, 345, True, 36157, 36185, 3502507, 5411.08194
2021-04-12, SP, Aparecida d'Oeste, city, 540, 11, 291, True, 4196, 4158, 3502606, 12987.01299
2021-04-12, GO, Aparecida de Goiânia, city, 56325, 1043, 384, True, 578179, 590146, 5201405, 9544.24837
2021-04-12, GO, Aparecida do Rio Doce, city, 178, 4, 329, True, 2474, 2474, 5201454, 7194.82619
2021-04-11, TO, Aparecida do Rio Negro, city, 274, 5, 324, True, 4795, 4848, 1701101, 5651.81518
2021-03-30, MS, Aparecida do Taboado, city, 1886, 28, 291, True, 25745, 26069, 5001003, 7234.64652
2021-04-12, RJ, Aperibé, city, 366, 15, 351, True, 11759, 11901, 3300159, 3075.37182
2021-04-12, ES, Apiacá, city, 589, 20, 341, True, 7567, 7554, 3200508, 7797.19354
2021-04-12, MT, Apiacás, city, 902, 7, 195, True, 10133, 10283, 5100805, 8771.75921
2021-04-12, SP, Apiaí, city, 907, 35, 348, True, 24374, 24226, 3502705, 3743.91150
